area_type,location,area,bathrooms,balcony,price,bedrooms,price_per_sqft,total_rooms,is_luxury
Super built-up  Area,Hormavu,1129.0,2.0,1.0,44.0,2.0,0.03897254207263064,4.0,0
Super built-up  Area,Balagere,790.5,1.0,0.0,42.295,1.0,0.053504111321948135,2.0,0
Built-up  Area,Hebbal,1075.0,2.0,0.0,52.0,2.0,0.04837209302325581,4.0,0
Super built-up  Area,Green View Layout,1108.0,2.0,1.0,48.0,2.0,0.04332129963898917,4.0,0
Built-up  Area,Ananth Nagar,810.0,2.0,1.0,25.5,2.0,0.03148148148148148,4.0,0
Super built-up  Area,Gopalkrishna Nagar,1155.0,2.0,1.0,65.0,2.0,0.05627705627705628,4.0,0
Super built-up  Area,Sarjapur  Road,1550.0,2.0,2.0,98.0,3.0,0.06322580645161291,5.0,1
Super built-up  Area,Babusapalaya,1100.0,2.0,2.0,38.0,2.0,0.034545454545454546,4.0,0
Super built-up  Area,Kanakpura Road,1452.0,3.0,3.0,54.2,3.0,0.03732782369146006,6.0,0
Super built-up  Area,Kothanur,1141.0,2.0,2.0,54.0,2.0,0.04732690622261174,4.0,0
Super built-up  Area,HOSUR RMAIN ROAD,1464.0,3.0,2.0,56.0,3.0,0.03825136612021858,6.0,0
Super built-up  Area,Hanumanth Nagar,1500.0,3.0,3.0,67.49,3.0,0.04499333333333333,6.0,1
Super built-up  Area,Anekal,456.0,1.0,1.0,15.0,1.0,0.03289473684210526,2.0,0
Plot  Area,Ramamurthy Nagar,1200.0,4.0,1.0,125.0,4.0,0.10416666666666667,8.0,1
Built-up  Area,Horamavu Agara,760.0,2.0,2.0,37.49,2.0,0.049328947368421056,4.0,0
Built-up  Area,Electronic City,800.0,2.0,2.0,32.0,2.0,0.04,4.0,0
Super built-up  Area,Choodasandra,1180.0,2.0,1.0,71.22,2.0,0.06035593220338983,4.0,1
Carpet  Area,Kaggadasapura,775.0,2.0,2.0,29.5,2.0,0.03806451612903226,4.0,0
Super built-up  Area,Sarjapur  Road,1145.0,2.0,2.0,49.5,2.0,0.04323144104803493,4.0,0
Super built-up  Area,Konappana Agrahara,1060.0,2.0,1.0,42.5,2.0,0.04009433962264151,4.0,0
Super built-up  Area,Yelahanka New Town,1420.0,2.0,1.0,75.0,3.0,0.0528169014084507,5.0,1
Super built-up  Area,Bhoganhalli,2439.0,4.0,3.0,190.0,4.0,0.07790077900779008,8.0,1
Super built-up  Area,Hoodi,1111.0,2.0,1.0,49.43,2.0,0.04449144914491449,4.0,0
Built-up  Area,Jeevan bima nagar,984.0,2.0,2.0,125.0,2.0,0.12703252032520326,4.0,1
Super built-up  Area,Begur Road,1200.0,2.0,2.0,42.0,2.0,0.035,4.0,0
Super built-up  Area,Bannerghatta Road,1247.0,2.0,1.0,47.39,2.0,0.03800320769847634,4.0,0
Super built-up  Area,7th Phase JP Nagar,1050.0,2.0,1.0,77.47,2.0,0.07378095238095238,4.0,1
Super built-up  Area,Devanahalli,1550.0,3.0,1.0,85.0,3.0,0.054838709677419356,6.0,1
Super built-up  Area,7th Phase JP Nagar,1270.0,2.0,1.0,80.0,2.0,0.06299212598425197,4.0,1
Super built-up  Area,Balagere,1012.0,2.0,1.0,65.0,2.0,0.06422924901185771,4.0,0
Super built-up  Area,Electronic City,970.0,2.0,2.0,34.0,2.0,0.03505154639175258,4.0,0
Super built-up  Area,Thanisandra,933.0,2.0,1.0,55.0,2.0,0.05894962486602358,4.0,0
Plot  Area,Sarjapur,1200.0,3.0,2.0,76.13,3.0,0.06344166666666666,6.0,1
Super built-up  Area,Dodda Nekkundi Extension,1148.0,2.0,2.0,69.0,2.0,0.06010452961672474,4.0,1
Super built-up  Area,7th Phase JP Nagar,1463.0,2.0,1.0,61.45,3.0,0.04200273410799727,5.0,0
Super built-up  Area,Jakkur Plantation,1719.0,3.0,2.0,110.0,3.0,0.06399069226294357,6.0,1
Super built-up  Area,Whitefield,1350.0,2.0,1.0,88.0,2.0,0.06518518518518518,4.0,1
Built-up  Area,Kaggadasapura,1250.0,2.0,2.0,47.0,3.0,0.0376,5.0,0
Built-up  Area,1st Block Jayanagar,1700.0,3.0,2.0,50.0,8.0,0.029411764705882353,11.0,0
Built-up  Area,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2.0,0.0625,4.0,1
Built-up  Area,Whitefield,1030.0,2.0,2.0,44.0,2.0,0.04271844660194175,4.0,0
Super built-up  Area,Rajasree Layout,1420.0,3.0,3.0,70.0,3.0,0.04929577464788732,6.0,1
Super built-up  Area,Kanakpura Road,1703.0,3.0,2.0,126.0,3.0,0.0739870816206694,6.0,1
Super built-up  Area,Old Madras Road,1210.0,2.0,1.0,80.0,2.0,0.06611570247933884,4.0,1
Super built-up  Area,Horamavu Banaswadi,1210.0,2.0,1.0,50.0,2.0,0.04132231404958678,4.0,0
Super built-up  Area,Chikkadunnasandra,1398.0,3.0,0.0,51.0,3.0,0.03648068669527897,6.0,0
Super built-up  Area,Nagavarapalya,1335.0,2.0,3.0,110.0,2.0,0.08239700374531835,4.0,1
Super built-up  Area,Hennur,1255.0,2.0,1.0,52.32,2.0,0.04168924302788845,4.0,0
Plot  Area,Mysore Road,540.0,4.0,2.0,85.0,4.0,0.1574074074074074,8.0,1
Super built-up  Area,Babusapalaya,1213.0,2.0,1.0,36.37,3.0,0.029983511953833468,5.0,0
Super built-up  Area,Raja Rajeshwari Nagar,1240.0,2.0,2.0,42.04,2.0,0.03390322580645161,4.0,0
Super built-up  Area,Yelahanka,1076.0,2.0,1.0,78.0,2.0,0.0724907063197026,4.0,1
Built-up  Area,3rd Block Hrbr Layout,1320.0,2.0,3.0,90.0,2.0,0.06818181818181818,4.0,1
Super built-up  Area,Whitefield,1216.0,2.0,1.0,80.0,2.0,0.06578947368421052,4.0,1
Super built-up  Area,Thanisandra,1100.0,2.0,2.0,42.0,2.0,0.038181818181818185,4.0,0
Super built-up  Area,Thanisandra,1183.0,2.0,1.0,77.3,2.0,0.06534234995773457,4.0,1
Super built-up  Area,Balagere,656.0,1.0,1.0,38.77,1.0,0.059100609756097565,2.0,0
Super built-up  Area,Sarjapur  Road,534.0,1.0,1.0,19.65,1.0,0.03679775280898876,2.0,0
Super built-up  Area,Shikaripalya,1285.0,2.0,2.0,45.0,3.0,0.03501945525291829,5.0,0
Super built-up  Area,Hegde Nagar,2087.01,4.0,2.0,135.0,3.0,0.06468584242528784,7.0,1
Built-up  Area,"Off Sarjapur Road, ",1161.0,2.0,1.0,59.0,2.0,0.050818260120585705,4.0,0
Built-up  Area,Begur,1306.0,2.0,3.0,65.0,2.0,0.04977029096477795,4.0,0
Built-up  Area,Tata Nagar,1504.0,3.0,2.0,67.0,3.0,0.04454787234042553,6.0,1
Super built-up  Area,Balagere,645.0,1.0,1.0,39.0,1.0,0.06046511627906977,2.0,0
Plot  Area,Esther Enclave Layout,1230.0,2.0,0.0,68.0,2.0,0.055284552845528454,4.0,1
Built-up  Area,Hebbal,1100.0,2.0,2.0,42.0,2.0,0.038181818181818185,4.0,0
Super built-up  Area,Yelahanka,1000.0,1.0,0.0,14.0,1.0,0.014,2.0,0
Super built-up  Area,Sadaramangala,1260.0,2.0,1.0,62.0,2.0,0.049206349206349205,4.0,0
Built-up  Area,Ambalipura,1817.0,3.0,3.0,102.0,3.0,0.05613648871766648,6.0,1
Super built-up  Area,Basavangudi,1180.0,2.0,3.0,124.0,2.0,0.10508474576271186,4.0,1
Built-up  Area,KR Puram,1050.0,2.0,2.0,55.0,2.0,0.05238095238095238,4.0,0
Built-up  Area,Kasavanhalli,2110.0,4.0,3.0,120.0,3.0,0.05687203791469194,7.0,1
Built-up  Area,Mysore Road,500.0,1.0,1.0,17.5,1.0,0.035,2.0,0
Super built-up  Area,Murugeshpalya,1930.0,3.0,3.0,75.0,3.0,0.038860103626943004,6.0,1
Super built-up  Area,Mahadevpura,1505.0,3.0,2.0,64.0,3.0,0.0425249169435216,6.0,0
Super built-up  Area,Ananth Nagar,890.0,2.0,1.0,27.0,2.0,0.030337078651685393,4.0,0
Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2.0,0.03,3.0,0
Super built-up  Area,Gunjur Palya,849.0,2.0,2.0,25.4,2.0,0.029917550058892812,4.0,0
Plot  Area,Chikka Tirupathi,1555.0,3.0,1.0,100.0,3.0,0.06430868167202572,6.0,1
Plot  Area,8th block Koramangala,600.0,2.0,1.0,85.0,3.0,0.14166666666666666,5.0,1
Carpet  Area,KR Puram,1057.0,2.0,2.0,30.0,2.0,0.02838221381267739,4.0,0
Super built-up  Area,7th Phase JP Nagar,1680.0,3.0,2.0,122.0,3.0,0.07261904761904762,6.0,1
Built-up  Area,Samethanahalli,799.0,2.0,1.0,35.0,2.0,0.04380475594493116,4.0,0
Built-up  Area,Sarjapur  Road,1450.0,2.0,1.0,75.0,3.0,0.05172413793103448,5.0,1
Super built-up  Area,Sarjapur  Road,1819.0,3.0,2.0,100.0,3.0,0.05497526113249038,6.0,1
Super built-up  Area,Kanakpura Road,1135.0,2.0,1.0,56.74,2.0,0.049991189427312774,4.0,0
Super built-up  Area,HSR Layout,2020.0,3.0,2.0,160.0,3.0,0.07920792079207921,6.0,1
Super built-up  Area,Vinayaka Layout,2700.0,4.0,2.0,170.0,5.0,0.06296296296296296,9.0,1
Super built-up  Area,Hosa Road,1730.0,3.0,2.0,72.6,3.0,0.041965317919075144,6.0,1
Built-up  Area,Dasarahalli,1950.0,3.0,2.0,125.0,3.0,0.0641025641025641,6.0,1
Super built-up  Area,Thirumalashettyhally,1077.0,2.0,1.0,34.46,2.0,0.03199628597957289,4.0,0
Super built-up  Area,Brookefield,1706.0,3.0,2.0,115.0,3.0,0.06740914419695193,6.0,1
Super built-up  Area,Channasandra,1093.0,2.0,1.0,37.0,2.0,0.03385178408051235,4.0,0
Super built-up  Area,Ambalipura,2750.0,4.0,1.0,142.0,4.0,0.05163636363636363,8.0,1
Super built-up  Area,Whitefield,1340.0,2.0,1.0,101.0,2.0,0.07537313432835821,4.0,1
Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,59.0,2.0,0.059959349593495935,4.0,0
Super built-up  Area,AECS Layout,1135.0,2.0,2.0,68.0,2.0,0.05991189427312775,4.0,1
Super built-up  Area,Varthur,1155.0,2.0,2.0,39.0,2.0,0.033766233766233764,4.0,0
Super built-up  Area,Kaggalipura,700.0,1.0,0.0,35.0,1.0,0.05,2.0,0
Super built-up  Area,Horamavu Agara,1150.0,2.0,1.0,42.0,2.0,0.036521739130434785,4.0,0
Super built-up  Area,Hormavu,1385.0,2.0,1.0,69.25,3.0,0.05,5.0,1
Super built-up  Area,Akshaya Nagar,2061.0,4.0,2.0,175.0,3.0,0.0849102377486657,7.0,1
Super built-up  Area,Kathriguppe,1335.0,2.0,3.0,73.43,3.0,0.05500374531835207,5.0,1
Super built-up  Area,Bellandur,1015.0,2.0,1.0,60.0,2.0,0.059113300492610835,4.0,0
Built-up  Area,Banashankari Stage III,3000.0,6.0,2.0,150.0,6.0,0.05,12.0,1
Super built-up  Area,Electronic City,1108.0,2.0,1.0,63.0,2.0,0.05685920577617329,4.0,0
Super built-up  Area,Frazer Town,1180.0,2.0,1.0,105.0,2.0,0.08898305084745763,4.0,1
Super built-up  Area,Hennur Road,1445.0,2.0,1.0,83.0,3.0,0.057439446366782006,5.0,1
Super built-up  Area,Vasanthapura,1500.0,2.0,2.0,65.0,2.0,0.043333333333333335,4.0,0
Plot  Area,Ramamurthy Nagar,1500.0,1.0,1.0,48.0,1.0,0.032,2.0,0
Super built-up  Area,KR Puram,1085.0,2.0,1.0,46.5,2.0,0.04285714285714286,4.0,0
Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,52.08,2.0,0.0496,4.0,0
Built-up  Area,Sarjapura - Attibele Road,1330.0,2.0,1.0,49.0,3.0,0.03684210526315789,5.0,0
Plot  Area,Ramagondanahalli,845.0,2.0,1.0,45.82,2.0,0.05422485207100592,4.0,0
Super built-up  Area,Kadugodi,1762.0,3.0,3.0,112.0,3.0,0.06356413166855845,6.0,1
Super built-up  Area,Ambalipura,1303.0,2.0,2.0,80.0,2.0,0.06139677666922486,4.0,1
Super built-up  Area,Banagiri Nagar,1560.0,2.0,2.0,125.0,3.0,0.08012820512820513,5.0,1
Super built-up  Area,Chandapura,1110.0,2.0,2.0,29.97,3.0,0.027,5.0,0
Super built-up  Area,Doddabanahalli,1290.0,3.0,2.0,45.33,3.0,0.03513953488372093,6.0,0
Super built-up  Area,Bannerghatta Road,1237.5,2.0,0.0,49.49,2.0,0.0399919191919192,4.0,0
Super built-up  Area,9th Phase JP Nagar,1780.0,3.0,2.0,88.0,3.0,0.04943820224719101,6.0,1
Super built-up  Area,Budigere,1636.0,3.0,2.0,83.0,3.0,0.050733496332518335,6.0,1
Built-up  Area,Hennur,2557.0,3.0,2.0,170.0,4.0,0.06648416112631991,7.0,1
Built-up  Area,Sector 2 HSR Layout,1332.0,2.0,2.0,101.0,2.0,0.07582582582582582,4.0,1
Built-up  Area,Kodbisanhalli,1012.0,2.0,2.0,59.0,2.0,0.058300395256917,4.0,0
Super built-up  Area,Kengeri,1192.0,2.0,2.0,53.5,2.0,0.04488255033557047,4.0,0
Super built-up  Area,Abbigere,795.0,2.0,1.0,32.54,2.0,0.04093081761006289,4.0,0
Super built-up  Area,Uttarahalli,1213.0,2.0,2.0,48.0,2.0,0.03957131079967024,4.0,0
Super built-up  Area,Sarjapur  Road,1489.0,3.0,2.0,88.0,3.0,0.05910006715916723,6.0,1
Super built-up  Area,Sarjapur,1200.0,2.0,2.0,62.0,2.0,0.051666666666666666,4.0,0
Super built-up  Area,Electronic City Phase II,1140.0,2.0,2.0,28.5,2.0,0.025,4.0,0
Super built-up  Area,Devanahalli,1200.0,2.0,1.0,55.08,3.0,0.045899999999999996,5.0,0
Super built-up  Area,Ananth Nagar,1200.0,2.0,1.0,36.0,2.0,0.03,4.0,0
Super built-up  Area,Bannerghatta Road,1650.0,3.0,1.0,94.0,3.0,0.05696969696969697,6.0,1
Plot  Area,Bharathnagar,1245.0,2.0,1.0,120.0,2.0,0.0963855421686747,4.0,1
Super built-up  Area,Ardendale,1224.0,2.0,2.0,67.0,2.0,0.05473856209150327,4.0,1
Super built-up  Area,Gunjur,1235.0,2.0,2.0,52.76,2.0,0.04272064777327935,4.0,0
Super built-up  Area,Yelenahalli,1200.0,2.0,2.0,45.6,2.0,0.038,4.0,0
Built-up  Area,Yelahanka,1342.0,2.0,2.0,75.0,3.0,0.05588673621460507,5.0,1
Plot  Area,9th Phase JP Nagar,600.0,3.0,2.0,79.0,3.0,0.13166666666666665,6.0,1
Built-up  Area,TC Palaya,1800.0,2.0,2.0,80.0,2.0,0.044444444444444446,4.0,1
Super built-up  Area,Abbigere,1130.0,2.0,1.0,46.33,2.0,0.041,4.0,0
Built-up  Area,Somasundara Palya,1186.0,2.0,3.0,72.0,2.0,0.06070826306913996,4.0,1
Super built-up  Area,Hennur,1295.0,2.0,1.0,64.0,2.0,0.04942084942084942,4.0,0
Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,85.0,3.0,0.05537459283387622,6.0,1
Super built-up  Area,Bannerghatta Road,905.0,2.0,1.0,65.0,2.0,0.0718232044198895,4.0,0
Super built-up  Area,Bhoganhalli,1447.0,2.0,1.0,75.97,2.0,0.05250172771250864,4.0,1
Super built-up  Area,Hormavu,1165.0,2.0,1.0,40.0,2.0,0.034334763948497854,4.0,0
Super built-up  Area,Kanakpura Road,1328.0,2.0,2.0,107.0,2.0,0.08057228915662651,4.0,1
Super built-up  Area,Gandhi Bazar,1485.0,2.0,3.0,110.0,3.0,0.07407407407407407,5.0,1
Super built-up  Area,Uttarahalli,1475.0,2.0,3.0,59.0,3.0,0.04,5.0,0
Super built-up  Area,Vidyaranyapura,1175.0,2.0,2.0,35.0,2.0,0.029787234042553193,4.0,0
Super built-up  Area,Thigalarapalya,1245.0,2.0,2.0,100.0,2.0,0.08032128514056225,4.0,1
Plot  Area,Vishwanatha Nagenahalli,720.0,4.0,1.0,95.0,4.0,0.13194444444444445,8.0,1
Super built-up  Area,Rachenahalli,985.0,2.0,1.0,49.97,2.0,0.05073096446700508,4.0,0
Super built-up  Area,Hoskote,1395.0,2.0,2.0,63.0,3.0,0.04516129032258064,5.0,0
Super built-up  Area,Hoodi,711.0,1.0,0.0,42.65,1.0,0.059985935302391,2.0,0
Super built-up  Area,Electronic City,630.0,1.0,1.0,40.5,1.0,0.06428571428571428,2.0,0
Super built-up  Area,MS Pallya,2400.0,4.0,1.0,88.0,4.0,0.03666666666666667,8.0,1
Super built-up  Area,Gottigere,1170.0,2.0,2.0,40.0,2.0,0.03418803418803419,4.0,0
Super built-up  Area,Marathahalli,2500.0,5.0,2.0,181.0,4.0,0.0724,9.0,1
Super built-up  Area,Gubbalala,1100.0,2.0,2.0,49.5,2.0,0.045,4.0,0
Plot  Area,Margondanahalli,900.0,2.0,0.0,55.0,2.0,0.06111111111111111,4.0,0
Built-up  Area,Bommasandra Industrial Area,1160.0,2.0,1.0,33.51,2.0,0.028887931034482756,4.0,0
Super built-up  Area,Varthur,1180.0,2.0,2.0,55.0,2.0,0.046610169491525424,4.0,0
Super built-up  Area,Tumkur Road,1441.0,2.0,1.0,95.0,3.0,0.0659264399722415,5.0,1
Super built-up  Area,Channasandra Layout,1115.0,2.0,1.0,50.0,2.0,0.04484304932735426,4.0,0
Super built-up  Area,Yeshwanthpur,1825.0,3.0,2.0,145.0,3.0,0.07945205479452055,6.0,1
Carpet  Area,Challaghatta,1489.0,2.0,0.0,101.0,2.0,0.06783075889858965,4.0,1
Super built-up  Area,Subramanyapura,1278.0,3.0,2.0,62.71,3.0,0.049068857589984353,6.0,0
Super built-up  Area,Subramanyapura,1223.0,2.0,2.0,42.81,3.0,0.03500408830744072,5.0,0
Super built-up  Area,Hormavu,1065.0,2.0,1.0,50.92,2.0,0.04781220657276995,4.0,0
Super built-up  Area,Whitefield,1190.0,2.0,1.0,64.0,2.0,0.05378151260504202,4.0,0
Super built-up  Area,Koramangala,1130.0,2.0,2.0,63.0,2.0,0.05575221238938053,4.0,0
Super built-up  Area,Banashankari,1430.0,2.0,2.0,87.8,2.0,0.0613986013986014,4.0,1
Built-up  Area,HRBR Layout,1900.0,3.0,1.0,90.0,4.0,0.04736842105263158,7.0,1
Super built-up  Area,Sarjapur  Road,1104.0,2.0,1.0,34.22,2.0,0.0309963768115942,4.0,0
Super built-up  Area,Begur Road,1240.0,2.0,2.0,45.88,2.0,0.037000000000000005,4.0,0
Built-up  Area,Choodasandra,1140.0,2.0,2.0,62.0,2.0,0.054385964912280704,4.0,0
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2.0,0.03936348408710218,4.0,0
Super built-up  Area,KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,3.0,0.03825136612021858,6.0,0
Super built-up  Area,KR Puram,1700.0,3.0,3.0,105.0,3.0,0.061764705882352944,6.0,1
Super built-up  Area,Old Airport Road,2658.0,5.0,3.0,189.0,4.0,0.07110609480812641,9.0,1
Super built-up  Area,Canara Bank Colony,1600.0,2.0,1.0,90.0,3.0,0.05625,5.0,1
Super built-up  Area,Reliaable Tranquil Layout,1508.0,3.0,1.0,75.0,3.0,0.04973474801061008,6.0,1
Built-up  Area,Balagere,645.0,1.0,1.0,41.0,1.0,0.06356589147286822,2.0,0
Super built-up  Area,Hormavu,1046.0,2.0,1.0,60.0,2.0,0.05736137667304015,4.0,0
Super built-up  Area,Hosa Road,1079.0,2.0,1.0,32.37,2.0,0.03,4.0,0
Super built-up  Area,Thubarahalli,975.0,2.0,1.0,50.0,2.0,0.05128205128205128,4.0,0
Built-up  Area,ISRO Layout,1050.0,2.0,1.0,51.0,2.0,0.04857142857142857,4.0,0
Super built-up  Area,"Jayanagar, ",1903.0,3.0,2.0,165.0,3.0,0.08670520231213873,6.0,1
Super built-up  Area,Asthagrama Layout,1200.0,2.0,2.0,38.0,2.0,0.03166666666666667,4.0,0
Super built-up  Area,Avalahalli,2996.0,4.0,3.0,200.0,4.0,0.06675567423230974,8.0,1
Built-up  Area,Manayata Tech Park,3400.0,4.0,3.0,200.0,4.0,0.058823529411764705,8.0,1
Plot  Area,Jigani,1453.0,4.0,1.0,160.0,4.0,0.11011699931176876,8.0,1
Super built-up  Area,Parappana Agrahara,1092.0,2.0,2.0,43.0,2.0,0.039377289377289376,4.0,0
Super built-up  Area,Hormavu,1400.0,2.0,0.0,75.0,2.0,0.05357142857142857,4.0,1
Super built-up  Area,Bommanahalli,1416.0,2.0,1.0,85.0,3.0,0.06002824858757062,5.0,1
Built-up  Area,ITI Layout,1602.0,2.0,1.0,75.0,3.0,0.04681647940074907,5.0,1
Super built-up  Area,Electronic City,1100.0,2.0,1.0,41.0,2.0,0.03727272727272727,4.0,0
Super built-up  Area,Kothanur,1760.0,3.0,1.0,110.0,3.0,0.0625,6.0,1
Super built-up  Area,Vasanthapura,1037.0,2.0,1.0,36.28,2.0,0.03498553519768563,4.0,0
Super built-up  Area,Yeshwanthpur,1384.0,2.0,2.0,76.18,3.0,0.05504335260115607,5.0,1
Super built-up  Area,Vajarahalli,551.0,1.0,1.0,30.0,1.0,0.0544464609800363,2.0,0
Plot  Area,7th Phase JP Nagar,500.0,1.0,0.0,70.0,1.0,0.14,2.0,1
Super built-up  Area,Sarjapur,900.0,2.0,2.0,27.98,2.0,0.031088888888888888,4.0,0
Plot  Area,Anandapura,1415.0,2.0,1.0,74.0,3.0,0.052296819787985865,5.0,1
Super built-up  Area,Rajarajesheari nagar,1400.0,2.0,1.0,44.8,2.0,0.032,4.0,0
Plot  Area,Devara Jeevanahalli,1300.0,4.0,1.0,52.0,7.0,0.04,11.0,0
Built-up  Area,Kudlu,1030.0,2.0,2.0,75.0,2.0,0.07281553398058252,4.0,1
Built-up  Area,Kambipura,883.0,2.0,1.0,39.0,2.0,0.044167610419026046,4.0,0
Super built-up  Area,Celebrity Paradise Layout,550.0,1.0,1.0,16.0,1.0,0.02909090909090909,2.0,0
Super built-up  Area,Anjanapura,1800.0,4.0,2.0,55.0,4.0,0.030555555555555555,8.0,0
Super built-up  Area,Old Madras Road,1210.0,2.0,1.0,77.0,2.0,0.06363636363636363,4.0,1
Plot  Area,Vishveshwarya Layout,2000.0,3.0,0.0,90.0,4.0,0.045,7.0,1
Super built-up  Area,Kanakpura Road,1100.0,3.0,1.0,58.0,3.0,0.05272727272727273,6.0,0
Super built-up  Area,Lavakusha Nagar,1780.0,3.0,1.0,100.0,3.0,0.056179775280898875,6.0,1
Plot  Area,2nd Block Hbr Layout,950.0,5.0,2.0,55.0,5.0,0.05789473684210526,10.0,0
Built-up  Area,Panathur,1050.0,2.0,2.0,60.0,2.0,0.05714285714285714,4.0,0
Super built-up  Area,Hosur Road,1370.0,3.0,3.0,38.36,3.0,0.028,6.0,0
Super built-up  Area,Bellandur,2500.0,4.0,2.0,112.0,3.0,0.0448,7.0,1
Built-up  Area,Sri Venkateshpura Layout,1050.0,2.0,1.0,49.5,2.0,0.047142857142857146,4.0,0
Super built-up  Area,Anjanapura,1843.0,3.0,1.0,87.54,3.0,0.047498643516006515,6.0,1
Plot  Area,3rd Block Banashankari,1200.0,4.0,1.0,175.0,4.0,0.14583333333333334,8.0,1
Super built-up  Area,Somasundara Palya,1186.0,2.0,1.0,76.0,2.0,0.06408094435075885,4.0,1
Super built-up  Area,Haralur Road,560.0,1.0,1.0,45.0,1.0,0.08035714285714286,2.0,0
Super built-up  Area,Narayanapura,2357.0,3.0,2.0,135.0,3.0,0.057276198557488334,6.0,1
Plot  Area,Mahalakshmi Layout,1200.0,3.0,1.0,160.0,4.0,0.13333333333333333,7.0,1
Super built-up  Area,Yelahanka,1823.0,3.0,2.0,103.0,3.0,0.05650027427317608,6.0,1
Built-up  Area,Rajasree Layout,1310.0,3.0,3.0,90.0,3.0,0.06870229007633588,6.0,1
Super built-up  Area,Varthur,1520.0,2.0,2.0,60.0,3.0,0.039473684210526314,5.0,0
Super built-up  Area,Bhoganhalli,1610.0,3.0,1.0,74.03,3.0,0.04598136645962733,6.0,1
Plot  Area,Whitefield,1500.0,3.0,1.0,78.57,3.0,0.052379999999999996,6.0,1
Super built-up  Area,LB Shastri Nagar,1400.0,2.0,2.0,80.0,3.0,0.05714285714285714,5.0,1
Super built-up  Area,HRBR Layout,1625.0,3.0,2.0,120.0,3.0,0.07384615384615385,6.0,1
Built-up  Area,Hessarghatta,900.0,2.0,1.0,24.0,2.0,0.02666666666666667,4.0,0
Built-up  Area,Talaghattapura,1100.0,2.0,0.0,32.0,2.0,0.02909090909090909,4.0,0
Super built-up  Area,Bannerghatta Road,1000.0,2.0,1.0,50.0,2.0,0.05,4.0,0
Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,197.0,4.0,0.07101658255227108,8.0,1
Super built-up  Area,Yeshwanthpur,994.0,2.0,0.0,54.67,1.0,0.055,3.0,0
Super built-up  Area,Kaggadasapura,1455.0,3.0,3.0,75.0,3.0,0.05154639175257732,6.0,1
Plot  Area,Chandapura,1200.0,3.0,1.0,79.0,5.0,0.06583333333333333,8.0,1
Built-up  Area,Lakshminarayana Pura,1172.0,2.0,1.0,75.0,2.0,0.06399317406143344,4.0,1
Super built-up  Area,Hennur,1935.0,3.0,2.0,102.0,3.0,0.05271317829457364,6.0,1
Super built-up  Area,Rachenahalli,1856.0,3.0,3.0,106.0,3.0,0.057112068965517244,6.0,1
Super built-up  Area,Uttarahalli,900.0,2.0,2.0,35.0,2.0,0.03888888888888889,4.0,0
Built-up  Area,Raja Rajeshwari Nagar,1757.0,3.0,3.0,98.0,3.0,0.055776892430278883,6.0,1
Super built-up  Area,Kudlu,1027.0,2.0,2.0,44.0,2.0,0.042843232716650435,4.0,0
Super built-up  Area,Whitefield,1626.0,3.0,3.0,85.0,3.0,0.05227552275522755,6.0,1
Super built-up  Area,Dr Shivarama Karantha Nagar,1200.0,2.0,1.0,54.0,2.0,0.045,4.0,0
Super built-up  Area,Hoodi,1559.0,3.0,1.0,81.55,3.0,0.05230917254650417,6.0,1
Super built-up  Area,Amruthahalli,1190.0,2.0,2.0,50.0,2.0,0.04201680672268908,4.0,0
Super built-up  Area,KR Puram,1200.0,2.0,1.0,72.0,2.0,0.06,4.0,1
Super built-up  Area,Harlur,1174.0,2.0,1.0,74.0,2.0,0.06303236797274275,4.0,1
Built-up  Area,Kanakpura Road,1140.0,2.0,1.0,65.0,2.0,0.05701754385964912,4.0,0
Built-up  Area,Vibuthipura,1603.0,2.0,0.0,125.0,3.0,0.07797878976918278,5.0,1
Super built-up  Area,Subramanyapura,1278.0,3.0,2.0,70.0,3.0,0.054773082942097026,6.0,1
Super built-up  Area,Banashankari Stage III,1085.0,2.0,1.0,50.0,2.0,0.04608294930875576,4.0,0
Super built-up  Area,Whitefield,1195.0,2.0,1.0,61.36,2.0,0.05134728033472803,4.0,0
Plot  Area,Kamakshipalya,450.0,1.0,0.0,30.0,1.0,0.06666666666666667,2.0,0
Super built-up  Area,Attibele,550.0,1.0,1.0,11.5,1.0,0.02090909090909091,2.0,0
Super built-up  Area,Kenchenahalli,1165.0,2.0,2.0,45.0,2.0,0.03862660944206009,4.0,0
Super built-up  Area,Kanakpura Road,1452.0,3.0,3.0,60.0,3.0,0.04132231404958678,6.0,0
Super built-up  Area,Sarjapur  Road,702.0,1.0,1.0,52.0,1.0,0.07407407407407407,2.0,0
Super built-up  Area,Banashankari,1020.0,2.0,1.0,42.83,2.0,0.04199019607843137,4.0,0
Super built-up  Area,Devanahalli,1340.0,2.0,1.0,65.0,2.0,0.048507462686567165,4.0,0
Super built-up  Area,Marathahalli,1125.0,2.0,1.0,54.8,2.0,0.04871111111111111,4.0,0
